ms,field,spw,I,Q,U,V,spix,comment
uid___A002_Xc96463_X1646.ms,2,26,0.0496,0.0,0.0,0.0,-1.01681988813,"'J0259-0019' intent=CHECK,WVR # +-0.0053Jy, freq=243.967GHz"
uid___A002_Xc96f17_X113a.ms,0,22,1.1535,0.0,0.0,0.0,-0.3748164393,"'J0238+1636' intent=AMPLITUDE,ATMOSPHERE,BANDPASS,POINTING,WVR # +-0.1002Jy, freq=259.484GHz, spec_index=-0.375+-0.040, Band3/7_separation=0 days, spixAge=+55 days, Band3age=-2 days, setjy parameters for field 0 (J0238+1636): spix=-0.3748, reffreq='259.4839GHz', fluxdensity=[1.153548,0,0,0]"
uid___A002_Xc96f17_X113a.ms,0,24,1.1561,0.0,0.0,0.0,-0.3748164393,"'J0238+1636' intent=AMPLITUDE,ATMOSPHERE,BANDPASS,POINTING,WVR # +-0.0991Jy, freq=257.984GHz"
uid___A002_Xc96f17_X113a.ms,0,26,1.1805,0.0,0.0,0.0,-0.3748164393,"'J0238+1636' intent=AMPLITUDE,ATMOSPHERE,BANDPASS,POINTING,WVR # +-0.0964Jy, freq=243.967GHz"
uid___A002_Xc96f17_X113a.ms,1,22,0.1955,0.0,0.0,0.0,-0.65592541921,"'J0239-0234' intent=PHASE,WVR # +-0.0286Jy, freq=259.484GHz, spec_index=-0.656+-0.102, Band3/7_separation=0 days, spixAge=+407 days, Band3age=1 days, setjy parameters for field 1 (J0239-0234): spix=-0.6559, reffreq='259.4839GHz', fluxdensity=[0.195488,0,0,0]"
uid___A002_Xc96f17_X113a.ms,1,24,0.1962,0.0,0.0,0.0,-0.65592541921,"'J0239-0234' intent=PHASE,WVR # +-0.0285Jy, freq=257.984GHz"
uid___A002_Xc96f17_X113a.ms,1,26,0.2036,0.0,0.0,0.0,-0.65592541921,"'J0239-0234' intent=PHASE,WVR # +-0.0285Jy, freq=243.967GHz"
uid___A002_Xc96f17_X113a.ms,2,22,0.0466,0.0,0.0,0.0,-1.01681988813,"'J0259-0019' intent=CHECK,WVR # +-0.0052Jy, freq=259.484GHz, spec_index=-1.017+-0.182, Band3/7_separation=677 days, spixAge=+927 days, Band3age=927 days, setjy parameters for field 2 (J0259-0019): spix=-1.0168, reffreq='259.4839GHz', fluxdensity=[0.046551,0,0,0]"
uid___A002_Xc96f17_X113a.ms,2,24,0.0468,0.0,0.0,0.0,-1.01681988813,"'J0259-0019' intent=CHECK,WVR # +-0.0052Jy, freq=257.984GHz"
uid___A002_Xc96f17_X113a.ms,2,26,0.0496,0.0,0.0,0.0,-1.01681988813,"'J0259-0019' intent=CHECK,WVR # +-0.0054Jy, freq=243.967GHz"
